,EPPO_CODE,preferred_name,synonym,ds_language,pivot,EFSA_PHT
858,EPOCCA,Euphranta canadensis,yellow currant fly,en,yellow currant fly,EuphrantaCanadensis-PHT
859,EPOCCA,Euphranta canadensis,yellow currant fruit fly,en,yellow currant fruit fly,EuphrantaCanadensis-PHT
860,EPOCCA,Euphranta canadensis,amerikanische Stachelbeerfruchtfliege,de,amerikanische stachelbeerfruchtfliege,EuphrantaCanadensis-PHT
861,EPOCCA,Euphranta canadensis,mouche du groseillier,fr,mouche du groseillier,EuphrantaCanadensis-PHT
862,EPOCCA,Euphranta canadensis,ver des grappes de groseille,fr,ver des grappes de groseille,EuphrantaCanadensis-PHT
863,CERTCY,Neoceratitis cyanescens,tomato fruit fly,en,tomato fruit fly,NeoceratitisCyanescens-PHT
864,CERTQU,Ceratitis quinaria,Rhodesian fruit fly,en,rhodesian fruit fly,CeratitisQuinaria-PHT
865,CERTQU,Ceratitis quinaria,Zimbabwean fruit fly,en,zimbabwean fruit fly,CeratitisQuinaria-PHT
866,CERTRO,Ceratitis rosa,Natal fly,en,natal fly,CeratitisRosa-PHT
867,CERTRO,Ceratitis rosa,Natal fruit fly,en,natal fruit fly,CeratitisRosa-PHT
868,CERTRO,Ceratitis rosa,mouche des fruits du Natal,fr,mouche des fruits du natal,CeratitisRosa-PHT
869,RHACJA,Euphranta japonica,Japanese cherry fruit fly,en,japanese cherry fruit fly,EuphrantaJaponica-PHT
870,RHACJA,Euphranta japonica,mouche japonaise du cerisier,fr,mouche japonaise du cerisier,EuphrantaJaponica-PHT
871,RHACJA,Euphranta japonica,オオトミバエ,ja,オオトミバエ,EuphrantaJaponica-PHT
872,RHAGFA,Rhagoletis fausta,black cherry fruit fly,en,black cherry fruit fly,RhagoletisFausta-PHT
873,RHAGFA,Rhagoletis fausta,dark cherry fruit fly,en,dark cherry fruit fly,RhagoletisFausta-PHT
874,RHAGFA,Rhagoletis fausta,trypète noir des cerises,fr,trypète noir des cerises,RhagoletisFausta-PHT
875,RHAGIN,Rhagoletis indifferens,western cherry fruit fly,en,western cherry fruit fly,RhagoletisIndifferens-PHT
876,RHAGME,Rhagoletis mendax,blueberry maggot,en,blueberry maggot,RhagoletisMendax-PHT
877,RHAGME,Rhagoletis mendax,blueberry maggot,en,blueberry maggot,Tephritidae-PHT
878,RHAGME,Rhagoletis mendax,mouche du bleuet,fr,mouche du bleuet,RhagoletisMendax-PHT
879,RHAGME,Rhagoletis mendax,Черничная пестрокрылка,ru,черничная пестрокрылка,RhagoletisMendax-PHT
880,RHAGPO,Rhagoletis pomonella,apple fruit fly,en,apple fruit fly,RhagoletisPomonella-PHT
881,RHAGPO,Rhagoletis pomonella,apple maggot,en,apple maggot,RhagoletisPomonella-PHT
882,RHAGPO,Rhagoletis pomonella,apple maggot,en,apple maggot,Tephritidae-PHT
883,RHAGPO,Rhagoletis pomonella,apple maggot fly,en,apple maggot fly,RhagoletisPomonella-PHT
885,RHAGPO,Rhagoletis pomonella,apple maggot fly,en,apple maggot fly,Tephritidae-PHT
886,RHAGPO,Rhagoletis pomonella,railroad worm,en,railroad worm,RhagoletisPomonella-PHT
887,RHAGPO,Rhagoletis pomonella,Apfelfliege,de,apfelfliege,RhagoletisPomonella-PHT
888,RHAGPO,Rhagoletis pomonella,Apfelfruchtfliege,de,apfelfruchtfliege,RhagoletisPomonella-PHT
889,RHAGPO,Rhagoletis pomonella,Apfelfruchtfliege,de,apfelfruchtfliege,Tephritidae-PHT
890,RHAGPO,Rhagoletis pomonella,larve de la pomme,fr,larve de la pomme,RhagoletisPomonella-PHT
891,RHAGPO,Rhagoletis pomonella,mouche de la pomme,fr,mouche de la pomme,RhagoletisPomonella-PHT
892,RHAGPO,Rhagoletis pomonella,mosca de las manzanas,es,mosca de las manzanas,RhagoletisPomonella-PHT
893,RHAGPO,Rhagoletis pomonella,mosca delle mele,it,mosca delle mele,RhagoletisPomonella-PHT
894,RHAGPO,Rhagoletis pomonella,äpplefluga,sv,äpplefluga,RhagoletisPomonella-PHT
895,RHAGPO,Rhagoletis pomonella,æbleflue,da,æbleflue,RhagoletisPomonella-PHT
896,RHAGPO,Rhagoletis pomonella,epleflue,no,epleflue,RhagoletisPomonella-PHT
897,RHAGRI,Rhagoletis ribicola,dark currant fly,en,dark currant fly,RhagoletisRibicola-PHT
898,RHAGRI,Rhagoletis ribicola,dark currant fruit fly,en,dark currant fruit fly,RhagoletisRibicola-PHT
899,RHAGSU,Rhagoletis suavis,walnut husk maggot,en,walnut husk maggot,RhagoletisSuavis-PHT
900,DACUCU,Zeugodacus cucurbitae,melon fly,en,melon fly,Tephritidae-PHT
901,DACUCU,Zeugodacus cucurbitae,melon fly,en,melon fly,ZeugodacusCucurbitae-PHT
902,DACUCU,Zeugodacus cucurbitae,melon fruit fly,en,melon fruit fly,MyiopardalisPardalina-PHT
903,DACUCU,Zeugodacus cucurbitae,melon fruit fly,en,melon fruit fly,ZeugodacusCucurbitae-PHT
904,DACUCU,Zeugodacus cucurbitae,tropische Melonenfliege,de,tropische melonenfliege,ZeugodacusCucurbitae-PHT
905,DACUCU,Zeugodacus cucurbitae,mouche des curcurbitacées,fr,mouche des curcurbitacées,ZeugodacusCucurbitae-PHT
906,DACUCU,Zeugodacus cucurbitae,mouche du concombre,fr,mouche du concombre,Tephritidae-PHT
907,DACUCU,Zeugodacus cucurbitae,mouche du concombre,fr,mouche du concombre,ZeugodacusCucurbitae-PHT
908,DACUCU,Zeugodacus cucurbitae,mouche du melon,fr,mouche du melon,Tephritidae-PHT
909,DACUCU,Zeugodacus cucurbitae,mouche du melon,fr,mouche du melon,ZeugodacusCucurbitae-PHT
910,DACUCU,Zeugodacus cucurbitae,mosca del melón,es,mosca del melón,ZeugodacusCucurbitae-PHT
911,DACUCU,Zeugodacus cucurbitae,mosca del melone,it,mosca del melone,Tephritidae-PHT
912,DACUCU,Zeugodacus cucurbitae,mosca del melone,it,mosca del melone,ZeugodacusCucurbitae-PHT
914,ARGPLE,Thaumatotibia leucotreta,citrus codling moth,en,citrus codling moth,ThaumatotibiaLeucotreta-PHT
915,ARGPLE,Thaumatotibia leucotreta,false codling moth,en,false codling moth,ThaumatotibiaLeucotreta-PHT
916,ARGPLE,Thaumatotibia leucotreta,orange codling moth,en,orange codling moth,ThaumatotibiaLeucotreta-PHT
917,ARGPLE,Thaumatotibia leucotreta,orange moth,en,orange moth,ThaumatotibiaLeucotreta-PHT
918,ARGPLE,Thaumatotibia leucotreta,faux carpocapse,fr,faux carpocapse,ThaumatotibiaLeucotreta-PHT
919,THRIPL,Thrips palmi,oriental thrips,en,oriental thrips,ThripsPalmi-PHT
920,THRIPL,Thrips palmi,palm thrips,en,palm thrips,ThripsPalmi-PHT
921,THRIPL,Thrips palmi,southern yellow thrips,en,southern yellow thrips,ThripsPalmi-PHT
922,UNASCI,Unaspis citri,citrus snow scale,en,citrus snow scale,UnaspisCitri-PHT
923,UNASCI,Unaspis citri,orange chionaspis,en,orange chionaspis,UnaspisCitri-PHT
924,UNASCI,Unaspis citri,white louse scale,en,white louse scale,UnaspisCitri-PHT
925,UNASCI,Unaspis citri,schneeweiße Citrusschildlaus,de,schneeweiße citrusschildlaus,UnaspisCitri-PHT
926,UNASCI,Unaspis citri,cochenille blanche du tronc,fr,cochenille blanche du tronc,UnaspisCitri-PHT
927,UNASCI,Unaspis citri,cochinilla blanca de los citrus,es,cochinilla blanca de los citrus,UnaspisCitri-PHT
928,UNASCI,Unaspis citri,escama de nieve de los cítricos,es,escama de nieve de los cítricos,UnaspisCitri-PHT
929,UNASCI,Unaspis citri,piojo blanco de los cítricos,es,piojo blanco de los cítricos,UnaspisCitri-PHT
930,UNASCI,Unaspis citri,piojo harinoso de los cítricos,es,piojo harinoso de los cítricos,UnaspisCitri-PHT
931,UNASCI,Unaspis citri,cochonilha-branca-da-laranjeira,pt,cochonilha-branca-da-laranjeira,DactylopiusCoccus-PHT
932,UNASCI,Unaspis citri,cochonilha-branca-da-laranjeira,pt,cochonilha-branca-da-laranjeira,UnaspisCitri-PHT
933,UNASCI,Unaspis citri,апельсиновая щитовка,ru,апельсиновая щитовка,UnaspisCitri-PHT
934,XIPHAA,Xiphinema americanum sensu stricto,American dagger nematode,en,american dagger nematode,XiphinemaAmericanum-PHT
935,XIPHAA,Xiphinema americanum sensu stricto,tobacco ring nematode,en,tobacco ring nematode,XiphinemaAmericanum-PHT
936,XIPHAA,Xiphinema americanum sensu stricto,anguillule xiphinème américain,fr,anguillule xiphinème américain,XiphinemaAmericanum-PHT
937,XIPHAA,Xiphinema americanum sensu stricto,nematodo daga americano,es,nematodo daga americano,XiphinemaAmericanum-PHT
938,XIPHAA,Xiphinema americanum sensu stricto,nami-ogata-hari-sentyu,ja,nami-ogata-hari-sentyu,XiphinemaAmericanum-PHT
939,AREOX,Arceuthobium oxycedri,dwarf mistletoe,en,dwarf mistletoe,Arceuthobium-PHT
940,BCTV00,Beet curly top virus,curly leaf of sugarbeet,en,curly leaf of sugarbeet,BeetCurlyTopVirus-PHT
941,BCTV00,Beet curly top virus,curly top of beet,en,curly top of beet,BeetCurlyTopVirus-PHT
942,BCTV00,Beet curly top virus,curly top of sugarbeet,en,curly top of sugarbeet,BeetCurlyTopVirus-PHT
943,BCTV00,Beet curly top virus,green dwarf of potato,en,green dwarf of potato,BeetCurlyTopVirus-PHT
944,BCTV00,Beet curly top virus,yellows of tomato,en,yellows of tomato,BeetCurlyTopVirus-PHT
945,BCTV00,Beet curly top virus,vírus do encaracolado da beterraba,pt,vírus do encaracolado da beterraba,BeetCurlyTopVirus-PHT
946,TSVBL0,Tobacco streak virus black raspberry latent strain,vírus latente da franboeseira preta,pt,vírus latente da franboeseira preta,TobaccoStreakVirusBlackRaspberryLatentStrain-PHT
947,CCCVD0,Coconut cadang-cadang viroid,cadang cadang,en,cadang cadang,CoconutCadangCadangViroid-PHT
948,CCCVD0,Coconut cadang-cadang viroid,yellow mottling of palms,en,yellow mottling of palms,CoconutCadangCadangViroid-PHT
949,CSNV00,Chrysanthemum stem necrosis virus,vírus da necrose do caule de crisântemo,pt,vírus da necrose do caule de crisântemo,ChrysanthemumStemNecrosis-PHT
950,CTV000,Citrus tristeza virus,bud-union decline of citrus,en,bud-union decline of citrus,CitrusTristezaVirus-PHT
952,CTV000,Citrus tristeza virus,die-back of lime,en,die-back of lime,CitrusTristezaVirus-PHT
954,CTV000,Citrus tristeza virus,quick decline of citrus,en,quick decline of citrus,CitrusTristezaVirus-PHT
955,CTV000,Citrus tristeza virus,seedling yellows of citrus,en,seedling yellows of citrus,CitrusTristezaVirus-PHT
956,CTV000,Citrus tristeza virus,stem pitting of grapefruit,en,stem pitting of grapefruit,CitrusTristezaVirus-PHT
957,CTV000,Citrus tristeza virus,tristeza of citrus,en,tristeza of citrus,CitrusTristezaVirus-PHT
958,CTV000,Citrus tristeza virus,Tristeza-Krankheit,de,tristeza-krankheit,CitrusTristezaVirus-PHT
960,CTV000,Citrus tristeza virus,tristeza des agrumes,fr,tristeza des agrumes,CitrusTristezaVirus-PHT
961,CTV000,Citrus tristeza virus,podredumbre de la raicillas de los cítricos,es,podredumbre de la raicillas de los cítricos,CitrusTristezaVirus-PHT
962,CTV000,Citrus tristeza virus,tristeza de los agrios,es,tristeza de los agrios,CitrusTristezaVirus-PHT
963,CTV000,Citrus tristeza virus,tristeza de los cítricos,es,tristeza de los cítricos,CitrusTristezaVirus-PHT
964,CTV000,Citrus tristeza virus,vírus da tristeza dos citrinos,pt,vírus da tristeza dos citrinos,CitrusTristezaVirus-PHT
965,CILV00,Citrus leprosis disease,citrus leprosis,en,citrus leprosis,CitrusLeprosisVirus-PHT
969,CILVC0,Citrus leprosis virus C,citrus leprosis,en,citrus leprosis,CitrusLeprosisVirus-PHT
973,CILVC2,Citrus leprosis virus C2,citrus leprosis,en,citrus leprosis,CitrusLeprosisVirus-PHT
977,HGSV20,Hibiscus green spot virus 2,citrus leprosis,en,citrus leprosis,CitrusLeprosisVirus-PHT
981,CILV00,Citrus leprosis disease,leprosis of citrus,en,leprosis of citrus,CitrusLeprosisVirus-PHT
982,CILV00,Citrus leprosis disease,léprose des agrumes,fr,léprose des agrumes,CitrusLeprosisVirus-PHT
983,CILV00,Citrus leprosis disease,lepra explosiva de los cítricos,es,lepra explosiva de los cítricos,CitrusLeprosisVirus-PHT
984,CILV00,Citrus leprosis disease,leprose-dos-citros,pt,leprose-dos-citros,CitrusLeprosisVirus-PHT
985,PHYP56,Coconut lethal yellowing phytoplasma,bronze leaf wilt of coconut,en,bronze leaf wilt of coconut,PalmLethalYellowingPhytoplasmas-PHT
986,PHYP56,Coconut lethal yellowing phytoplasma,lethal yellowing of coconut,en,lethal yellowing of coconut,PalmLethalYellowingPhytoplasmas-PHT
988,PHYP56,Coconut lethal yellowing phytoplasma,jaunisse létale des palmiers,fr,jaunisse létale des palmiers,PalmLethalYellowingPhytoplasmas-PHT
989,PHYP56,Coconut lethal yellowing phytoplasma,jaunissement mortel du cocotier,fr,jaunissement mortel du cocotier,PalmLethalYellowingPhytoplasmas-PHT
990,PHYP56,Coconut lethal yellowing phytoplasma,pourriture du bourgeon terminal du cocotier,fr,pourriture du bourgeon terminal du cocotier,PalmLethalYellowingPhytoplasmas-PHT
991,PHYP56,Coconut lethal yellowing phytoplasma,amarillamiento letal del cocotero,es,amarillamiento letal del cocotero,PalmLethalYellowingPhytoplasmas-PHT
992,PHYP56,Coconut lethal yellowing phytoplasma,amarillo letal de las palmeras,es,amarillo letal de las palmeras,PalmLethalYellowingPhytoplasmas-PHT
993,PHYP56,Coconut lethal yellowing phytoplasma,pudrición del cogollo,es,pudrición del cogollo,PalmLethalYellowingPhytoplasmas-PHT
994,PHYP56,Coconut lethal yellowing phytoplasma,fitoplasma do amarelecimento letal da palmeira,pt,fitoplasma do amarelecimento letal da palmeira,PalmLethalYellowingPhytoplasmas-PHT
995,APLV00,Andean potato latent virus,vírus latente andino da batateira,pt,vírus latente andino da batateira,AndeanPotatoLatentVirus-PHT
996,APMOV0,Andean potato mottle virus,Andean mottle of potato,en,andean mottle of potato,AndeanPotatoMottleVirus-PHT
997,APMOV0,Andean potato mottle virus,vírus marmoreado andino da batateira,pt,vírus marmoreado andino da batateira,AndeanPotatoMottleVirus-PHT
998,PBRSV0,Potato black ringspot virus,Andean calico of potato,en,andean calico of potato,PotatoBlackRingspotVirus-PHT
999,PBRSV0,Potato black ringspot virus,calico de la pomme de terre,fr,calico de la pomme de terre,PotatoBlackRingspotVirus-PHT
1000,PBRSV0,Potato black ringspot virus,vírus dos anéis negros da batateira,pt,vírus dos anéis negros da batateira,PotatoBlackRingspotVirus-PHT
1001,PVT000,Potato virus T,vírus T da batateira,pt,vírus t da batateira,PotatoVirusT-PHT
1002,PVT000,Potato virus T,Теповирус Т картофеля,ru,теповирус т картофеля,PotatoVirusT-PHT
1003,PVA000,Potato virus A,common mosaic of potato,en,common mosaic of potato,PotatoVirusA-PHT
1004,PVA000,Potato virus A,mild mosaic of potato,en,mild mosaic of potato,PotatoVirusA-PHT
1005,PVA000,Potato virus A,veinal mosaic of potato,en,veinal mosaic of potato,PotatoVirusA-PHT
1006,PLRV00,Potato leafroll virus,potato leafroll virus,en,potato leafroll virus,PotatoLeafrollVirus-PHT
1007,PLRV00,Potato leafroll virus,potato phloem necrosis virus,en,potato phloem necrosis virus,PotatoLeafrollVirus-PHT
1008,PLRV00,Potato leafroll virus,vírus do enrolamento da batateira,pt,vírus do enrolamento da batateira,PotatoLeafrollVirus-PHT
1009,SDV000,Satsuma dwarf virus,dwarf disease of satsuma,en,dwarf disease of satsuma,CitrusYellowMosaicVirus-PHT
1010,SDV000,Satsuma dwarf virus,dwarf disease of satsuma,en,dwarf disease of satsuma,SatsumaDwarfVirus-PHT
1011,SDV000,Satsuma dwarf virus,vírus do mosaico dos citrinos,pt,vírus do mosaico dos citrinos,SatsumaDwarfVirus-PHT
1012,SDV000,Satsuma dwarf virus,toramikan,ja,toramikan,CitrusYellowMosaicVirus-PHT
1013,SDV000,Satsuma dwarf virus,toramikan,ja,toramikan,SatsumaDwarfVirus-PHT
1014,TRSV00,Tobacco ringspot virus,bud blight of soybean,en,bud blight of soybean,TobaccoRingspotVirus-PHT
1015,TRSV00,Tobacco ringspot virus,necrosis of anemone,en,necrosis of anemone,TobaccoRingspotVirus-PHT
1016,TRSV00,Tobacco ringspot virus,necrotic ring spot of blueberry,en,necrotic ring spot of blueberry,TobaccoRingspotVirus-PHT
1017,TRSV00,Tobacco ringspot virus,pemberton disease of blueberry,en,pemberton disease of blueberry,TobaccoRingspotVirus-PHT
1018,TRSV00,Tobacco ringspot virus,ring spot of soybean,en,ring spot of soybean,TobaccoRingspotVirus-PHT
1019,TRSV00,Tobacco ringspot virus,ring spot of tobacco,en,ring spot of tobacco,TobaccoRingspotVirus-PHT
1020,TRSV00,Tobacco ringspot virus,virus des taches en anneaux du tabac,fr,virus des taches en anneaux du tabac,TobaccoRingspotVirus-PHT
1021,TRSV00,Tobacco ringspot virus,virus de la mancha anular del tabaco,es,virus de la mancha anular del tabaco,TobaccoRingspotVirus-PHT
1022,TRSV00,Tobacco ringspot virus,maculatura anulare del tabaco,it,maculatura anulare del tabaco,TobaccoRingspotVirus-PHT
1023,TRSV00,Tobacco ringspot virus,tabak-ringspotziekte,nl,tabak-ringspotziekte,TobaccoRingspotVirus-PHT
1024,TRSV00,Tobacco ringspot virus,vírus dos anéis do tabaco,pt,vírus dos anéis do tabaco,TobaccoRingspotVirus-PHT
1025,TRSV00,Tobacco ringspot virus,вирус кольцевой пятнистости табака,ru,вирус кольцевой пятнистости табака,TobaccoRingspotVirus-PHT
1026,TORSV0,Tomato ringspot virus,chlorosis mosaic of raspberry,en,chlorosis mosaic of raspberry,TomatoRingspotVirus-PHT
1027,TORSV0,Tomato ringspot virus,chlorosis of pelargonium,en,chlorosis of pelargonium,TomatoRingspotVirus-PHT
1028,TORSV0,Tomato ringspot virus,crumbly fruit of raspberry,en,crumbly fruit of raspberry,TomatoRingspotVirus-PHT
1029,TORSV0,Tomato ringspot virus,decline of raspberry,en,decline of raspberry,TomatoRingspotVirus-PHT
1030,TORSV0,Tomato ringspot virus,eola rasp leaf of cherry,en,eola rasp leaf of cherry,TomatoRingspotVirus-PHT
1031,TORSV0,Tomato ringspot virus,ringspot of tomato,en,ringspot of tomato,TomatoRingspotVirus-PHT
1032,TORSV0,Tomato ringspot virus,stem pitting of prunus,en,stem pitting of prunus,TomatoRingspotVirus-PHT
1033,TORSV0,Tomato ringspot virus,stub head of gladiolus,en,stub head of gladiolus,TomatoRingspotVirus-PHT
1034,TORSV0,Tomato ringspot virus,stunt of gladiolus,en,stunt of gladiolus,TomatoRingspotVirus-PHT
1035,TORSV0,Tomato ringspot virus,union necrosis of apple,en,union necrosis of apple,TomatoRingspotVirus-PHT
1036,TORSV0,Tomato ringspot virus,yellow blotch curl of raspberry,en,yellow blotch curl of raspberry,TomatoRingspotVirus-PHT
1037,TORSV0,Tomato ringspot virus,yellow bud mosaic of peach,en,yellow bud mosaic of peach,TomatoRingspotVirus-PHT
1038,TORSV0,Tomato ringspot virus,yellow vein of grapevine,en,yellow vein of grapevine,TomatoRingspotVirus-PHT
1039,TORSV0,Tomato ringspot virus,vírus dos anéis do tomateiro,pt,vírus dos anéis do tomateiro,TomatoRingspotVirus-PHT
1040,TORSV0,Tomato ringspot virus,Неповирус кольцевой пятнистости томата,ru,неповирус кольцевой пятнистости томата,TomatoRingspotVirus-PHT
1041,BLMOV0,Blueberry leaf mottle virus,vírus do marmoreado folear do mirtilo,pt,vírus do marmoreado folear do mirtilo,BlueberryLeafMottleVirus-PHT
1042,CRLV00,Cherry rasp leaf virus,American rasp leaf of cherry,en,american rasp leaf of cherry,CherryRaspLeafVirus-PHT
1043,CRLV00,Cherry rasp leaf virus,rasp leaf of cherry,en,rasp leaf of cherry,CherryRaspLeafVirus-PHT
1044,CRLV00,Cherry rasp leaf virus,Rauhblättrigkeit der Kirsche,de,rauhblättrigkeit der kirsche,CherryRaspLeafVirus-PHT
1045,CRLV00,Cherry rasp leaf virus,feuilles râpeuses du cerisier,fr,feuilles râpeuses du cerisier,CherryRaspLeafVirus-PHT
1047,CRLV00,Cherry rasp leaf virus,hoja áspera del cerezo,es,hoja áspera del cerezo,CherryRaspLeafVirus-PHT
1048,CRLV00,Cherry rasp leaf virus,vírus da folha áspera da cerejeira,pt,vírus da folha áspera da cerejeira,CherryRaspLeafVirus-PHT
1049,CRLV00,Cherry rasp leaf virus,Черавирус рашпилевидности листьев черешни,ru,черавирус рашпилевидности листьев черешни,CherryRaspLeafVirus-PHT
1050,PCMV00,Peach mosaic virus,American mosaic of peach,en,american mosaic of peach,PeachMosaicVirus-PHT
1051,PCMV00,Peach mosaic virus,blotch of peach,en,blotch of peach,PeachMosaicVirus-PHT
1052,PCMV00,Peach mosaic virus,calico of peach,en,calico of peach,PeachMosaicVirus-PHT
1053,PCMV00,Peach mosaic virus,mosaic of peach,en,mosaic of peach,PeachMosaicVirus-PHT
1054,PCMV00,Peach mosaic virus,mosaïque américaine du pêcher,fr,mosaïque américaine du pêcher,PeachMosaicVirus-PHT
1055,PCMV00,Peach mosaic virus,vírus do mosaico do pessegueiro,pt,vírus do mosaico do pessegueiro,PeachMosaicVirus-PHT
1056,PRMV00,Peach rosette mosaic virus,rosette mosaic of peach,en,rosette mosaic of peach,PeachRosetteMosaicVirus-PHT
1057,PRMV00,Peach rosette mosaic virus,vírus da roseta do pessegueiro,pt,vírus da roseta do pessegueiro,PeachRosetteMosaicVirus-PHT
1058,PRMV00,Peach rosette mosaic virus,Неповирус розеточной мозаики персика,ru,неповирус розеточной мозаики персика,PeachRosetteMosaicVirus-PHT
1059,APLPV0,American plum line pattern virus,American line pattern of plum,en,american line pattern of plum,AmericanPlumLinePatternVirus-PHT
1060,APLPV0,American plum line pattern virus,banded chlorosis of oriental flowering cherry,en,banded chlorosis of oriental flowering cherry,AmericanPlumLinePatternVirus-PHT
1061,APLPV0,American plum line pattern virus,amerikanisches Pflaumenbandmosaikvirus,de,amerikanisches pflaumenbandmosaikvirus,AmericanPlumLinePatternVirus-PHT
1062,APLPV0,American plum line pattern virus,vírus dos arabescos da ameixeira americana,pt,vírus dos arabescos da ameixeira americana,AmericanPlumLinePatternVirus-PHT
1063,RLCV00,Raspberry leaf curl virus,American leaf curl of raspberry,en,american leaf curl of raspberry,RaspberryLeafCurlVirus-PHT
1064,RLCV00,Raspberry leaf curl virus,leaf curl of raspberry,en,leaf curl of raspberry,RaspberryLeafCurlVirus-PHT
1065,RLCV00,Raspberry leaf curl virus,vírus do encaracolado da framboeseira,pt,vírus do encaracolado da framboeseira,RaspberryLeafCurlVirus-PHT
1066,SYWB00,Strawberry witches' broom phytoplasma,witches' broom of strawberry,en,witches' broom of strawberry,CandidatusPhytoplasmaMali-PHT
1067,CPMMV0,Cowpea mild mottle virus,angular mosaic of beans,en,angular mosaic of beans,CowpeaMildMottleVirus-PHT
1068,CPMMV0,Cowpea mild mottle virus,mild mottle of cowpea,en,mild mottle of cowpea,CowpeaMildMottleVirus-PHT
1069,CPMMV0,Cowpea mild mottle virus,pale chlorosis of tomato,en,pale chlorosis of tomato,CowpeaMildMottleVirus-PHT
1070,CPMMV0,Cowpea mild mottle virus,vírus do marmoreado suave do feijão-frade,pt,vírus do marmoreado suave do feijão-frade,CowpeaMildMottleVirus-PHT
1071,LIYV00,Lettuce infectious yellows virus,infectious yellows of lettuce,en,infectious yellows of lettuce,LettuceInfectiousYellowsVirus-PHT
1072,LIYV00,Lettuce infectious yellows virus,vírus dos amrelos infeciosos da alface,pt,vírus dos amrelos infeciosos da alface,LettuceInfectiousYellowsVirus-PHT
1073,SPMMV0,Sweet potato mild mottle virus,mild mottle of sweet potato,en,mild mottle of sweet potato,SweetPotatoMildMottleVirus-PHT
1074,TOCHV0,Tomato chocolàte virus,chocolate spot,en,chocolate spot,TomatoChocolateVirus-PHT
1075,TOCHV0,Tomato chocolàte virus,mancha de chocolate,es,mancha de chocolate,TomatoChocolateVirus-PHT
1076,PHYPAF,'Candidatus Phytoplasma aurantifolia',witches' broom of lime,en,witches' broom of lime,CandidatusPhytoplasmaMali-PHT
1077,CORBSE,Clavibacter sepedonicus,bacterial ring rot of potato,en,bacterial ring rot of potato,ClavibacterMichiganensisSepedonicus-PHT
1078,CORBSE,Clavibacter sepedonicus,ring rot of potato,en,ring rot of potato,ClavibacterMichiganensisSepedonicus-PHT
1079,CORBSE,Clavibacter sepedonicus,vascular wilt of potato,en,vascular wilt of potato,ClavibacterMichiganensisSepedonicus-PHT
1080,CORBSE,Clavibacter sepedonicus,bactériose annulaire de la pomme de terre,fr,bactériose annulaire de la pomme de terre,ClavibacterMichiganensisSepedonicus-PHT
1081,CORBSE,Clavibacter sepedonicus,flétrissement bactérien de la pomme de terre,fr,flétrissement bactérien de la pomme de terre,ClavibacterMichiganensisSepedonicus-PHT
1082,CORBSE,Clavibacter sepedonicus,flétrissement bactérien de la pomme de terre,fr,flétrissement bactérien de la pomme de terre,RalstoniaSolanacearum-PHT
1083,CORBSE,Clavibacter sepedonicus,pourriture annulaire de la pomme de terre,fr,pourriture annulaire de la pomme de terre,ClavibacterMichiganensisSepedonicus-PHT
1084,CORBSE,Clavibacter sepedonicus,bacteriosis anular de la patata,es,bacteriosis anular de la patata,ClavibacterMichiganensisSepedonicus-PHT
1085,CORBSE,Clavibacter sepedonicus,podredumbre anular de la papa,es,podredumbre anular de la papa,ClavibacterMichiganensisSepedonicus-PHT
1086,CORBSE,Clavibacter sepedonicus,podredumbre anular de la patata,es,podredumbre anular de la patata,ClavibacterMichiganensisSepedonicus-PHT
1087,CORBSE,Clavibacter sepedonicus,marciume anulare della patata,it,marciume anulare della patata,ClavibacterMichiganensisSepedonicus-PHT
1088,CORBSE,Clavibacter sepedonicus,ringrot,nl,ringrot,ClavibacterMichiganensisSepedonicus-PHT
1089,CORBSE,Clavibacter sepedonicus,podridão-anelar-bacteriana-da-batata,pt,podridão-anelar-bacteriana-da-batata,ClavibacterMichiganensisSepedonicus-PHT
1090,CORBSE,Clavibacter sepedonicus,ljus ringröta,sv,ljus ringröta,ClavibacterMichiganensisSepedonicus-PHT
1091,CORBSE,Clavibacter sepedonicus,кольцевая гниль картофеля,ru,кольцевая гниль картофеля,ClavibacterMichiganensisSepedonicus-PHT
1092,RALSSL,Ralstonia solanacearum,pourriture brune de la pomme de terre,fr,pourriture brune de la pomme de terre,RalstoniaSolanacearum-PHT
1093,RALSSL,Ralstonia solanacearum,Бурая гниль картофеля,ru,бурая гниль картофеля,RalstoniaSolanacearum-PHT
1094,XYLEFA,Xylella fastidiosa,Anaheim disease,en,anaheim disease,XylellaFastidiosa-PHT
1095,XYLEFA,Xylella fastidiosa,California vine disease,en,california vine disease,XylellaFastidiosa-PHT
1096,XYLEFA,Xylella fastidiosa,citrus variegated chlorosis,en,citrus variegated chlorosis,XylellaFastidiosa-PHT
1097,XYLEFA,Xylella fastidiosa,dwarf disease of alfalfa,en,dwarf disease of alfalfa,XylellaFastidiosa-PHT
1098,XYLEFA,Xylella fastidiosa,dwarf disease of lucerne,en,dwarf disease of lucerne,XylellaFastidiosa-PHT
1099,XYLEFA,Xylella fastidiosa,leaf scorch of almond,en,leaf scorch of almond,XylellaFastidiosa-PHT
1101,XYLEFA,Xylella fastidiosa,leaf scorch of maple,en,leaf scorch of maple,XylellaFastidiosa-PHT
1103,XYLEFA,Xylella fastidiosa,olive quick decline syndrome,en,olive quick decline syndrome,XylellaFastidiosa-PHT
1104,XYLEFA,Xylella fastidiosa,peach phony disease,en,peach phony disease,XylellaFastidiosa-PHT
