,synonym,ds_language,NCBI_TAXID,preferred_name,re,match_language,EFSA_PHT,EPPO_CODE
6998,Valenzuela sp. TTSOW344-10,,ncbi:2336413,Valenzuela sp. TTSOW344-10,,,(),()
6999,Alcanivorax profundi,,ncbi:2338368,Alcanivorax profundi,,,(),()
7000,S . bacterium C-51,,ncbi:2338552,Parashewanella curva,,,(),()
7001,Cecidomyiidae sp. BIOUG20503 G12,,ncbi:2351752,Cecidomyiidae sp. BIOUG20503-G12,,,(),()
7002,Cecidomyiidae sp. BIOUG22544 E11,,ncbi:2352388,Cecidomyiidae sp. BIOUG22544-E11,,,(),()
7003,Cecidomyiidae sp. BIOUG21407-D08,,ncbi:2353233,Cecidomyiidae sp. BIOUG21407-D08,,,(),()
7004,Cecidomyiidae sp. BIOUG21515-H10,,ncbi:2355430,Cecidomyiidae sp. BIOUG21515-H10,,,(),()
7005,Cecidomyiidae sp. BIOUG21361 H10,,ncbi:2355969,Cecidomyiidae sp. BIOUG21361-H10,,,(),()
7006,Cecidomyiidae sp. BIOUG21497-D04,,ncbi:2356071,Cecidomyiidae sp. BIOUG21497-D04,,,(),()
7007,Cecidomyiidae sp. BIOUG21206-C02,,ncbi:2357760,Cecidomyiidae sp. BIOUG21206-C02,,,(),()
7008,Cecidomyiidae sp. BIOUG25694 B04,,ncbi:2358001,Cecidomyiidae sp. BIOUG25694-B04,,,(),()
7009,E tuitarere,,ncbi:2358240,Emoia tuitarere,,,(),()
7010,T . triangulariceps,,ncbi:2358287,Triangularitermes triangulariceps,,,(),()
7011,Boletina sp. BIOUG25295 C06,,ncbi:2358907,Boletina sp. BIOUG25295-C06,,,(),()
7012,Boletina sp. SW-01-02,,ncbi:2359134,Boletina sp. SW-01-02,,,(),()
7013,Coenosia sp. BIOUG25708 B08,,ncbi:2360280,Coenosia sp. BIOUG25708-B08,,,(),()
7014,Coenosia sp. BIOUG25776 F04,,ncbi:2360328,Coenosia sp. BIOUG25776-F04,,,(),()
7015,Helina sp. BIOUG25808 A04,,ncbi:2361262,Helina sp. BIOUG25808-A04,,,(),()
7016,Spilogona sp. BIOUG24290-F11,,ncbi:2363359,Spilogona sp. BIOUG24290-F11,,,(),()
7017,Syntemna sp. BIOUG07463-A07,,ncbi:2363429,Syntemna sp. BIOUG07463-A07,,,(),()
7018,Thricops sp. BIOUG22936-C03,,ncbi:2363605,Thricops sp. BIOUG22936-C03,,,(),()
7019,A submaculatus,,ncbi:2364266,Astragalus submaculatus,,,(),()
7020,"Astragalus fagh-soleimanensis Maassoumi & Podlech, 2003",,ncbi:2364270,Astragalus fagh-soleimanensis,,,(),()
7021,P . piersonii,,ncbi:2364647,Kalamiella piersonii,,,(),()
7022,Agromyzidae sp. BIOUG01409 A02,,ncbi:2366183,Agromyzidae sp. BIOUG01409-A02,,,(),()
7023,Anthomyia sp. BIOUG25810-F01,,ncbi:2366621,Anthomyia sp. BIOUG25810-F01,,,(),()
7024,Cecidomyiidae sp. BIOUG01409 C05,,ncbi:2367476,Cecidomyiidae sp. BIOUG01409-C05,,,(),()
7025,Cecidomyiidae sp. BIOUG31071-C05,,ncbi:2369864,Cecidomyiidae sp. BIOUG31071-C05,,,(),()
7026,Delia sp. BIOUG31990-A02,,ncbi:2371131,Delia sp. BIOUG31990-A02,,,(),()
7027,Delia sp. BIOUG32136 G01,,ncbi:2371138,Delia sp. BIOUG32136-G01,,,(),()
7028,Egle sp. BIOUG13062 D03,,ncbi:2371224,Egle sp. BIOUG13062-D03,,,(),()
7029,Entomobrya sp. BIOUG16020-B07,,ncbi:2371297,Entomobrya sp. BIOUG16020-B07,,,(),()
7030,Entomobryidae sp. BIOUG12862-C03,,ncbi:2371524,Entomobryidae sp. BIOUG12862-C03,,,(),()
7031,Entomobryinae sp. BIOUG28495 E07,,ncbi:2372328,Entomobryinae sp. BIOUG28495-E07,,,(),()
7032,Isotomidae sp. BIOUG23952 B04,,ncbi:2373025,Isotomidae sp. BIOUG23952-B04,,,(),()
7033,Leiomyza sp. BIOUG24927 A08,,ncbi:2373639,Leiomyza sp. BIOUG24927-A08,,,(),()
7034,Megaselia sp. BIOUG22384 E03,,ncbi:2375310,Megaselia sp. BIOUG22384-E03,,,(),()
7035,Megaselia sp. BIOUG23689 A10,,ncbi:2376356,Megaselia sp. BIOUG23689-A10,,,(),()
7036,Megaselia sp. BIOUG23690-A11,,ncbi:2376376,Megaselia sp. BIOUG23690-A11,,,(),()
7037,Megaselia sp. BIOUG24313 B02,,ncbi:2377713,Megaselia sp. BIOUG24313-B02,,,(),()
7038,Megaselia sp. BIOUG25794 F11,,ncbi:2379375,Megaselia sp. BIOUG25794-F11,,,(),()
7039,Megaselia sp. BIOUG27526 F03,,ncbi:2379952,Megaselia sp. BIOUG27526-F03,,,(),()
7040,Asteromyia sp. BIOUG25261 H10,,ncbi:2382627,Asteromyia sp. BIOUG25261-H10,,,(),()
7041,Atrichopogon sp. BIOUG21452 B04,,ncbi:2382654,Atrichopogon sp. BIOUG21452-B04,,,(),()
7042,Bradysia sp. BIOUG21943 E10,,ncbi:2383285,Bradysia sp. BIOUG21943-E10,,,(),()
7043,Cecidomyiidae sp. BIOUG25357 G08,,ncbi:2383400,Cecidomyiidae sp. BIOUG25357-G08,,,(),()
7044,Cecidomyiidae sp. BIOUG24402-D06,,ncbi:2383713,Cecidomyiidae sp. BIOUG24402-D06,,,(),()
7045,Cecidomyiidae sp. BIOUG24512 F08,,ncbi:2383801,Cecidomyiidae sp. BIOUG24512-F08,,,(),()
7046,Cecidomyiidae sp. BIOUG22062 E03,,ncbi:2385042,Cecidomyiidae sp. BIOUG22062-E03,,,(),()
7047,Cecidomyiidae sp. BIOUG23525 E06,,ncbi:2387106,Cecidomyiidae sp. BIOUG23525-E06,,,(),()
7048,Cecidomyiidae sp. BIOUG26575 C09,,ncbi:2387821,Cecidomyiidae sp. BIOUG26575-C09,,,(),()
7049,Cecidomyiidae sp. BIOUG28256-G02,,ncbi:2388342,Cecidomyiidae sp. BIOUG28256-G02,,,(),()
7050,Cecidomyiidae sp. BIOUG25052 F09,,ncbi:2389712,Cecidomyiidae sp. BIOUG25052-F09,,,(),()
7051,Cecidomyiidae sp. BIOUG21452 D01,,ncbi:2390449,Cecidomyiidae sp. BIOUG21452-D01,,,(),()
7052,Ceratopogonidae sp. BIOUG30391-A10,,ncbi:2394865,Ceratopogonidae sp. BIOUG30391-A10,,,(),()
7053,Ceratopogonidae sp. BIOUG24932-D08,,ncbi:2395188,Ceratopogonidae sp. BIOUG24932-D08,,,(),()
7054,Ceratopogonidae sp. BIOUG21148 F07,,ncbi:2395373,Ceratopogonidae sp. BIOUG21148-F07,,,(),()
7055,Ceratopogonidae sp. BIOUG22314 A10,,ncbi:2395691,Ceratopogonidae sp. BIOUG22314-A10,,,(),()
7056,Chironomidae sp. BIOUG28548 G10,,ncbi:2395937,Chironomidae sp. BIOUG28548-G10,,,(),()
7057,Chironomidae sp. BIOUG29348-A12,,ncbi:2396317,Chironomidae sp. BIOUG29348-A12,,,(),()
7058,Chironomidae sp. BIOUG28478 E10,,ncbi:2397155,Chironomidae sp. BIOUG28478-E10,,,(),()
7059,Chironomidae sp. BIOUG27697 H11,,ncbi:2397172,Chironomidae sp. BIOUG27697-H11,,,(),()
7060,Chironomidae sp. BIOUG30206 D01,,ncbi:2397758,Chironomidae sp. BIOUG30206-D01,,,(),()
7061,Chironomidae sp. BIOUG28583-H05,,ncbi:2397828,Chironomidae sp. BIOUG28583-H05,,,(),()
7062,Chironomidae sp. BIOUG28579-C04,,ncbi:2398010,Chironomidae sp. BIOUG28579-C04,,,(),()
7063,Corynoptera sp. BIOUG31851-B01,,ncbi:2400434,Corynoptera sp. BIOUG31851-B01,,,(),()
7064,Dicrotendipes sp. BIOUG30462-C08,,ncbi:2403116,Dicrotendipes sp. BIOUG30462-C08,,,(),()
7065,Heleniella sp. BIOUG32515-E01,,ncbi:2404047,Heleniella sp. BIOUG32515-E01,,,(),()
7066,Megaselia sp. BIOUG31831 E03,,ncbi:2405592,Megaselia sp. BIOUG31831-E03,,,(),()
7067,Megaselia sp. BIOUG28461-E03,,ncbi:2406034,Megaselia sp. BIOUG28461-E03,,,(),()
7068,Megaselia sp. BIOUG22027 A04,,ncbi:2406064,Megaselia sp. BIOUG22027-A04,,,(),()
7069,Megaselia sp. BIOUG28457-D01,,ncbi:2406217,Megaselia sp. BIOUG28457-D01,,,(),()
7070,Metriocnemus sp. BIOUG31094 C04,,ncbi:2406572,Metriocnemus sp. BIOUG31094-C04,,,(),()
7071,Forcipomyia sp. BIOUG26692-F06,,ncbi:2406786,Forcipomyia sp. BIOUG26692-F06,,,(),()
7072,Forcipomyia sp. BIOUG23538-C07,,ncbi:2407124,Forcipomyia sp. BIOUG23538-C07,,,(),()
7073,Orthocladiinae sp. BIOUG30431 C10,,ncbi:2408420,Orthocladiinae sp. BIOUG30431-C10,,,(),()
7074,Orthocladiinae sp. BIOUG25466 F10,,ncbi:2408669,Orthocladiinae sp. BIOUG25466-F10,,,(),()
7075,Paratanytarsus sp. BIOUG27522-D09,,ncbi:2410260,Paratanytarsus sp. BIOUG27522-D09,,,(),()
7076,Psychoda sp. BIOUG25472-E04,,ncbi:2411404,Psychoda sp. BIOUG25472-E04,,,(),()
7077,Psychoda sp. BIOUG31995 A03,,ncbi:2411504,Psychoda sp. BIOUG31995-A03,,,(),()
7078,Psychoda sp. BIOUG26027-D08,,ncbi:2412106,Psychoda sp. BIOUG26027-D08,,,(),()
7079,Sciaridae sp. BIOUG27708 D11,,ncbi:2416399,Sciaridae sp. BIOUG27708-D11,,,(),()
7080,Sciaridae sp. BIOUG29343 F05,,ncbi:2417098,Sciaridae sp. BIOUG29343-F05,,,(),()
7081,Tanypodinae sp. BIOUG07298 D11,,ncbi:2418785,Tanypodinae sp. BIOUG07298-D11,,,(),()
7082,Globulicium sp.,,ncbi:2420195,Globulicium sp.,,,(),()
7083,C.niugini,,ncbi:2420259,Cardiodactylus niugini,,,(),()
7084,Pachydesmia haughtii (Gleason),,ncbi:2420408,Miconia haughtii,,,(),()
7085,M . picinguabensis,,ncbi:2420449,Miconia picinguabensis,,,(),()
7086,Adelognathus sp. BIOUG24069-B08,,ncbi:2421834,Adelognathus sp. BIOUG24069-B08,,,(),()
7087,Alaptus sp. BIOUG03336-A08,,ncbi:2421877,Alaptus sp. BIOUG03336-A08,,,(),()
7088,Alaptus sp. BIOUG25498 D12,,ncbi:2422172,Alaptus sp. BIOUG25498-D12,,,(),()
7089,Alaptus sp. BIOUG28269-H07,,ncbi:2422273,Alaptus sp. BIOUG28269-H07,,,(),()
7090,Anagrus sp. BIOUG03565-F08,,ncbi:2422589,Anagrus sp. BIOUG03565-F08,,,(),()
7091,Anagrus sp. BIOUG24653-B08,,ncbi:2423363,Anagrus sp. BIOUG24653-B08,,,(),()
7092,Anaphes sp. BIOUG25292 F06,,ncbi:2423870,Anaphes sp. BIOUG25292-F06,,,(),()
7093,Aprostocetus sp. BIOUG31992 B07,,ncbi:2424379,Aprostocetus sp. BIOUG31992-B07,,,(),()
7094,Ashmeadiella sp. BIOUG11601 D09,,ncbi:2424946,Ashmeadiella sp. BIOUG11601-D09,,,(),()
7095,Campopleginae sp. BIOUG21930 F09,,ncbi:2425649,Campopleginae sp. BIOUG21930-F09,,,(),()
7096,Camptoptera sp. BIOUG22703 E11,,ncbi:2425890,Camptoptera sp. BIOUG22703-E11,,,(),()
7097,Camptoptera sp. BIOUG31035 D05,,ncbi:2425941,Camptoptera sp. BIOUG31035-D05,,,(),()
7098,Charipinae sp. BIOUG31098-D08,,ncbi:2426704,Charipinae sp. BIOUG31098-D08,,,(),()
7099,Cryptinae sp. BIOUG23303-D06,,ncbi:2427268,Cryptinae sp. BIOUG23303-D06,,,(),()
7100,Digamasellidae sp. BIOUG25803 G04,,ncbi:2428634,Digamasellidae sp. BIOUG25803-G04,,,(),()
7101,Echthrus sp. BIOUG22800-E02,,ncbi:2428811,Echthrus sp. BIOUG22800-E02,,,(),()
7102,Eulophidae sp. BIOUG20930-H03,,ncbi:2429734,Eulophidae sp. BIOUG20930-H03,,,(),()
7103,Dicopus sp. BIOUG25019-H06,,ncbi:2431259,Dicopus sp. BIOUG25019-H06,,,(),()
7104,Eustochi,,ncbi:2431268,Eustochus,,,(),()
7105,Gonatocerus sp. BIOUG22828-D07,,ncbi:2432795,Gonatocerus sp. BIOUG22828-D07,,,(),()
7106,Ichneumoninae sp. BIOUG25012-B12,,ncbi:2433764,Ichneumoninae sp. BIOUG25012-B12,,,(),()
7107,Lymaenon sp. BIOUG32183-A06,,ncbi:2434846,Lymaenon sp. BIOUG32183-A06,,,(),()
7108,Mymaridae sp. BIOUG28191 C05,,ncbi:2438540,Mymaridae sp. BIOUG28191-C05,,,(),()
7109,Myrmica sp. BIOUG25260 B12,,ncbi:2438617,Myrmica sp. BIOUG25260-B12,,,(),()
7110,Platygastridae sp. BIOUG21944 H06,,ncbi:2441902,Platygastridae sp. BIOUG21944-H06,,,(),()
7111,Platygastridae sp. BIOUG21979-B03,,ncbi:2441931,Platygastridae sp. BIOUG21979-B03,,,(),()
7112,Platygastridae sp. BIOUG25599 D08,,ncbi:2442456,Platygastridae sp. BIOUG25599-D08,,,(),()
7113,Polynema sp. BIOUG31799 D02,,ncbi:2443158,Polynema sp. BIOUG31799-D02,,,(),()
7114,Polynema sp. BIOUG31809 A04,,ncbi:2443160,Polynema sp. BIOUG31809-A04,,,(),()
7115,Sarcoptiformes sp. BIOUG24569-F09,,ncbi:2443972,Sarcoptiformes sp. BIOUG24569-F09,,,(),()
7116,Stenamma sp. BIOUG31770-G04,,ncbi:2445061,Stenamma sp. BIOUG31770-G04,,,(),()
7117,Telenomus sp. BIOUG31050-F11,,ncbi:2446739,Telenomus sp. BIOUG31050-F11,,,(),()
7118,O.argentea,,ncbi:2447903,Oedura argentea,,,(),()
7119,Clitocybe cf. nebularis,,ncbi:2447945,Clitocybe cf. nebularis,,,(),()
7120,Peripatidae sp. MCZ 32028,,ncbi:2448340,Peripatidae sp. MCZ 32028,,,(),()
7121,Penenirmus sp. JWH340.1,,ncbi:2448586,Penenirmus sp. JWH340.1,,,(),()
7122,MT 012,,ncbi:2448685,Gymnopilus minisporus,,,(),()
7123,Anystidae sp. BIOUG25253-C02,,ncbi:2450907,Anystidae sp. BIOUG25253-C02,,,(),()
7124,Anystidae sp. BIOUG24516-H03,,ncbi:2451128,Anystidae sp. BIOUG24516-H03,,,(),()
7125,Bryotropha sp. BIOUG10911 G10,,ncbi:2452874,Bryotropha sp. BIOUG10911-G10,,,(),()
7126,Eupodidae sp. BIOUG27283 G12,,ncbi:2455625,Eupodidae sp. BIOUG27283-G12,,,(),()
7127,Hydrachna sp. BIOUG27038 A04,,ncbi:2456451,Hydrachna sp. BIOUG27038-A04,,,(),()
7128,Mideopsis sp. BIOUG23251 F04,,ncbi:2457457,Mideopsis sp. BIOUG23251-F04,,,(),()
7129,Pigritia sp. BIOUG22097-A12,,ncbi:2458872,Pigritia sp. BIOUG22097-A12,,,(),()
7130,Stigmaeidae sp. BIOUG25168 G06,,ncbi:2460182,Stigmaeidae sp. BIOUG25168-G06,,,(),()
7131,Thrips sp. BIOUG26212-E05,,ncbi:2461161,Thrips sp. BIOUG26212-E05,,,(),()
7132,Anagrus sp. BIOUG09939 H06,,ncbi:2462172,Anagrus sp. BIOUG09939-H06,,,(),()
7133,Belytinae sp. BIOUG16924-B01,,ncbi:2463635,Belytinae sp. BIOUG16924-B01,,,(),()
7134,unclassified Chalinidae,,ncbi:2464120,unclassified Chalinidae,,,(),()
7135,Chrysoperla sp. BIOUG23635 C06,,ncbi:2464275,Chrysoperla sp. BIOUG23635-C06,,,(),()
7136,Copidosoma sp. BIOUG06857 E04,,ncbi:2464645,Copidosoma sp. BIOUG06857-E04,,,(),()
7137,Diapriidae sp. BIOUG03969 A08,,ncbi:2466607,Diapriidae sp. BIOUG03969-A08,,,(),()
7138,Diapriidae sp. BIOUG27577-H10,,ncbi:2467169,Diapriidae sp. BIOUG27577-H10,,,(),()
7139,Diapriidae sp. BIOUG27577 F11,,ncbi:2467260,Diapriidae sp. BIOUG27577-F11,,,(),()
7140,Diplocolenus sp. BIOUG06922-C01,,ncbi:2468989,Diplocolenus sp. BIOUG06922-C01,,,(),()
7141,Entomobryidae sp. BIOUG24349 D04,,ncbi:2469981,Entomobryidae sp. BIOUG24349-D04,,,(),()
7142,Harmothoe sp. BIOUG14667-H03,,ncbi:2472077,Harmothoe sp. BIOUG14667-H03,,,(),()
7143,Lumbricidae sp. HLC 26629,,ncbi:2472781,Lumbricidae sp. HLC-26629,,,(),()
7144,Mymaridae sp. BIOUG18926 B07,,ncbi:2473929,Mymaridae sp. BIOUG18926-B07,,,(),()
7145,Phyllocnistis sp. BIOUG19967-H10,,ncbi:2475237,Phyllocnistis sp. BIOUG19967-H10,,,(),()
7146,Plagiognathus sp. BIOUG27099 G04,,ncbi:2475415,Plagiognathus sp. BIOUG27099-G04,,,(),()
7147,Polynema sp. BIOUG21675 H04,,ncbi:2475734,Polynema sp. BIOUG21675-H04,,,(),()
7148,Tupiocoris sp. BIOUG05013-C01,,ncbi:2478113,Tupiocoris sp. BIOUG05013-C01,,,(),()
7149,T.occidentale,,ncbi:2480615,Trichodiadema occidentale,,,(),()
7150,Cepaea sp. USCM6369,,ncbi:2481429,Cepaea sp. USCM6369,,,(),()
7151,Helix sp. USCM5900,,ncbi:2481999,Helix sp. USCM5900,,,(),()
7152,C. punctulatissimus,,ncbi:2483433,Ischnochiton punctulatissimus,,,(),()
7153,E crosseanum,,ncbi:2483542,Eudolium crosseanum,,,(),()
7154,S. rubecula,,ncbi:2483554,Septa rubecula,,,(),()
7155,M . asiatica,,ncbi:2484186,Micropeltis asiatica,,,(),()
7156,P boreophila,,ncbi:2484593,Peromyia boreophila,,,(),()
7157,Leptospira sp. 201702422,,ncbi:2484932,Leptospira congkakensis,,,(),()
7158,T.callainus,,ncbi:2485013,Tylopilus callainus,,,(),()
7159,"Plectranthus africanus (Baker ex Scott Elliot) A.J.Paton, 2009",,ncbi:2485366,Plectranthus africanus,,,(),()
7160,P . esculentus,,ncbi:2485380,Plectranthus esculentus,,,(),()
7161,Binary vector pKT pKT-NB-H2BsfGFP,,ncbi:2485971,Binary vector pKT pKT-NB-H2BsfGFP,,,(),()
7162,"Barssia guozigouensis L. Fan & Y.Y. Xu, 2018",,ncbi:2486351,Balsamia guozigouensis,,,(),()
7163,Megadesmolaimus falcatus,,ncbi:2486525,Megadesmolaimus falcatus,,,(),()
7164,P . mangiferae,,ncbi:2486651,Pseudolophiostoma mangiferae,,,(),()
7165,O.songshui,,ncbi:2486778,Ophiostoma songshui,,,(),()
7166,G oryzae,,ncbi:2487349,Gordonia oryzae,,,(),()
7167,"Agaricus quadratus Berk. & M.A. Curtis, 1859",,ncbi:2487845,Inocephalus quadratus,,,(),()
7168,P. virus BR322,,ncbi:2489555,Pseudomonas virus BR322,,,(),()
7169,Noctuidae sp. Lope11 0018,,ncbi:2490043,Noctuidae sp. Lope11-0018,,,(),()
7170,Rickettsia endosymbiont of Otiorhynchus perdix,,ncbi:2490477,Rickettsia endosymbiont of Otiorhynchus perdix,,,(),()
7171,Tripogandra purpurascens (S.Schauer) (Handlos),,ncbi:2490681,Tripogandra purpurascens,,,(),()
7172,E.magnus,,ncbi:2491349,Vischeria magna,,,(),()
7173,A . concolorana,,ncbi:2491958,Acrapex concolorana,,,(),()
7174,MCCC 1A14143,,ncbi:2492960,Bacillus yapensis,,,(),()
7175,Pleurotus cinerescens (Cleland),,ncbi:2493804,Resupinatus cinerascens,,,(),()
7176,H richardiana,,ncbi:2494272,Habenaria richardiana,,,(),()
7177,Bembix tarsata (Latreille),,ncbi:2494871,Bembix tarsata,,,(),()
7178,Russula purpureoverrucosa Fang Li,,ncbi:2496069,Russula purpureoverrucosa,,,(),()
7179,"Narcissus bertolonii Parl., 1858",,ncbi:2496127,Narcissus bertolonii,,,(),()
7180,M. longipalpella,,ncbi:2498476,Megacraspedus longipalpella,,,(),()
7181,Alternaria anthropophila,,ncbi:2498552,Alternaria anthropophila,,,(),()
7182,D hemfev,,ncbi:2499622,Deltaarterivirus hemfev,,,(),()
7183,Mycetomorpha,,ncbi:2501519,Mycetomorpha,,,(),()
7184,Cotana nr. kebeae YAWCATCR0918,,ncbi:2502741,Cotana nr. kebeae YAWCATCR0918,,,(),()
7185,Primulina sp. HC 2019,,ncbi:2503016,Primulina chingipengii,,,(),()
7186,Encyrtidae sp. INDOBIOSYS CCDB24684-C08,,ncbi:2503781,Encyrtidae sp. INDOBIOSYS-CCDB24684-C08,,,(),()
7187,Microgastrinae sp. INDOBIOSYS CCDB25376-F09,,ncbi:2505283,Microgastrinae sp. INDOBIOSYS-CCDB25376-F09,,,(),()
7188,P berosus,,ncbi:2506000,Prisopus berosus,,,(),()
7189,A.cribrosa,,ncbi:2506354,Acrobotrissa cribrosa,,,(),()
7190,Ceratocyrtis Buetschli,,ncbi:2506355,Ceratocyrtis,,,(),()
7191,Anabaena sp. FACHB 1299,,ncbi:2507235,Anabaena sp. FACHB-1299,,,(),()
7192,Kielmeyera pumila Pohl,,ncbi:2508380,Kielmeyera pumila,,,(),()
7193,L mulieris,,ncbi:2508708,Lactobacillus mulieris,,,(),()
7194,D . beidivirus,,ncbi:2509282,Dipteran beidivirus,,,(),()
7195,Phrynobatrachus sp. BMNH 2018.5867,,ncbi:2510037,Phrynobatrachus sp. BMNH 2018.5867,,,(),()
7196,P membranacea,,ncbi:2510923,Peperomia membranacea,,,(),()
7197,MFLUCC 18-1559,,ncbi:2511077,Cladosporium magnoliigena,,,(),()
7198,D . latipes,,ncbi:2511275,Drunella latipes,,,(),()
7199,Dendrochilum pangasinanense (Ames),,ncbi:2511918,Dendrochilum pangasinanense,,,(),()
7200,Sphaeria flabelliformis,,ncbi:2512241,Xylaria flabelliformis,,,(),()
7201,Carabidae sp. INDOBIOSYS CCDB30101-B12,,ncbi:2512616,Carabidae sp. INDOBIOSYS-CCDB30101-B12,,,(),()
7202,Chrysomelidae sp. INDOBIOSYS CCDB30373-B04,,ncbi:2513592,Chrysomelidae sp. INDOBIOSYS-CCDB30373-B04,,,(),()
7203,Coleoptera sp. INDOBIOSYS CCDB30337-E03,,ncbi:2514181,Coleoptera sp. INDOBIOSYS-CCDB30337-E03,,,(),()
7204,O.corymbosa,,ncbi:2516514,Orophea corymbosa,,,(),()
7205,C. rapanui,,ncbi:2516896,Callistoctopus rapanui,,,(),()
7206,F.cyperi,,ncbi:2517284,Fitzroyomyces cyperacearum,,,(),()
7207,C. pinetorum,,ncbi:2518016,Campylotropis pinetorum,,,(),()
7208,P elatius,,ncbi:2518303,Pleurocorallium elatius,,,(),()
7209,"Nidirana leishanensis Li, Wei, Xu, Cui, Fei, Jiang, Liu & Wang, 2019",,ncbi:2518338,Nidirana leishanensis,,,(),()
7210,Macarthuria keigheryi (Lepschi),,ncbi:2518623,Macarthuria keigheryi,,,(),()
7211,A . henryi,,ncbi:2520595,Arachniodes henryi,,,(),()
7212,Ichneumonidae sp. BIOUG20438 C03,,ncbi:2520703,Ichneumonidae sp. BIOUG20438-C03,,,(),()
7213,Megaspilidae sp. BIOUG21364-A06,,ncbi:2521647,Megaspilidae sp. BIOUG21364-A06,,,(),()
7214,Megaspilidae sp. BIOUG21476-E06,,ncbi:2521648,Megaspilidae sp. BIOUG21476-E06,,,(),()
7215,Platygastridae sp. BIOUG20562 E02,,ncbi:2523144,Platygastridae sp. BIOUG20562-E02,,,(),()
7216,Platygastridae sp. BIOUG21688 C06,,ncbi:2523572,Platygastridae sp. BIOUG21688-C06,,,(),()
7217,Synopeas sp. BIOUG15089-F06,,ncbi:2525325,Synopeas sp. BIOUG15089-F06,,,(),()
7218,"Inocybe palaeotropica E. Turnbull & Watling, 1995",,ncbi:2527733,Pseudosperma palaeotropicum,,,(),()
7219,T. dactyloctenii,,ncbi:2527742,Tilletia dactyloctenii,,,(),()
7220,Amanita sp. 'sp amerifulva01',,ncbi:2527955,Amanita sp. 'sp-amerifulva01',,,(),()
7221,KCTC72018,,ncbi:2528175,Undibacterium crateris,,,(),()
7222,Rhizomorpha corynephora,,ncbi:2528362,Brunneocorticium corynecarpon,,,(),()
7223,S. phage SPFM8,,ncbi:2528678,Salmonella phage SPFM8,,,(),()
7224,P.holtzei,,ncbi:2529035,Polycarpaea holtzei,,,(),()
7225,Ayacucho sp. 1 MA 2019,,ncbi:2529412,Ayacucho sp. 1 MA-2019,,,(),()
7226,P.phage BR 177,,ncbi:2529528,Pseudomonas phage BR177,,,(),()
7227,P.phage BR293,,ncbi:2529541,Pseudomonas phage BR293,,,(),()
7228,"Rediviva micheneri Whitehead & Steiner, 2001",,ncbi:2530402,Rediviva micheneri,,,(),()
7229,Chironomidae sp. BIOUG14101 A10,,ncbi:2532329,Chironomidae sp. BIOUG14101-A10,,,(),()
7230,Chrysotus sp. BIOUG14893-F12,,ncbi:2533249,Chrysotus sp. BIOUG14893-F12,,,(),()
7231,Gymnometriocnemus sp. BIOUG22071-E03,,ncbi:2534681,Gymnometriocnemus sp. BIOUG22071-E03,,,(),()
7232,Limnophyes sp. BIOUG22052 A12,,ncbi:2535758,Limnophyes sp. BIOUG22052-A12,,,(),()
7233,Orthocladiinae sp. BIOUG21921-A02,,ncbi:2537319,Orthocladiinae sp. BIOUG21921-A02,,,(),()
7234,Orthocladiinae sp. BIOUG21933 F07,,ncbi:2537385,Orthocladiinae sp. BIOUG21933-F07,,,(),()
7235,Orthocladiinae sp. BIOUG23528-F07,,ncbi:2538092,Orthocladiinae sp. BIOUG23528-F07,,,(),()
7236,Phytomyza sp. BIOUG21855 G07,,ncbi:2539353,Phytomyza sp. BIOUG21855-G07,,,(),()
7237,Pseudolycoriella sp. BIOUG20998 A11,,ncbi:2539628,Pseudolycoriella sp. BIOUG20998-A11,,,(),()
7238,Pseudolycoriella sp. BIOUG22543 C09,,ncbi:2539925,Pseudolycoriella sp. BIOUG22543-C09,,,(),()
7239,Sciaridae sp. BIOUG20706 G12,,ncbi:2541888,Sciaridae sp. BIOUG20706-G12,,,(),()
7240,Sciaridae sp. BIOUG21264-G03,,ncbi:2542575,Sciaridae sp. BIOUG21264-G03,,,(),()
7241,Sciaridae sp. BIOUG22805-F10,,ncbi:2543113,Sciaridae sp. BIOUG22805-F10,,,(),()
7242,Anchomanes hookeri (Kunth) Schott,,ncbi:2544931,Anchomanes hookeri,,,(),()
7243,"Peniophora bicornis Hjortstam & Ryvarden, 1984",,ncbi:2545658,Peniophora bicornis,,,(),()
7244,A.subinvolucrata,,ncbi:2545961,Senecio subinvolucratus,,,(),()
7245,"Enchylium polycarpon (Hoffm.) Otalora, P.M. Jrg. & Wedin",,ncbi:2546046,Enchylium polycarpon,,,(),()
7246,Forcipomyia sp. BIOUG21064 B03,,ncbi:2546476,Forcipomyia sp. BIOUG21064-B03,,,(),()
7247,C.trichophylla,,ncbi:2547443,Dasyphyllum trichophyllum,,,(),()
7248,"Metachromadoroides obscura Nguyen, Gagarin, Phan, Nguyen & Nguyen",,ncbi:2547803,Metachromadoroides obscura,,,(),()
7249,Streptococcus phage Javan367,,ncbi:2548128,Streptococcus phage Javan367,,,(),()
7250,Antona sp. INCTA462 10,,ncbi:2548879,Antona sp. INCTA462-10,,,(),()
7251,Ascogaster sp. BBHYE730 10,,ncbi:2549021,Ascogaster sp. BBHYE730-10,,,(),()
7252,Simulium sp. BIOUG15587-F03,,ncbi:2551988,Simulium sp. BIOUG15587-F03,,,(),()
7253,Notiospathius sp. DORYC288-11,,ncbi:2554366,Notiospathius sp. DORYC288-11,,,(),()
